score,neg_score,pos_score,obj_score,text1,text
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
1,0,0.434782609,0.565217391, felicia.n.01 ma.n.01 clean.v.06 table.n.05 felicia.n.01 grab.v.03 winder.n.02 hyphen.n.01 like.n.02 mission.n.04 impossible.s.03,"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible."
1,0,0.461538462,0.538461538, wish.v.02 inaugural.s.02 mission.n.04 impossible.s.03,"I liked the first "" Mission Impossible."
1,0.067484663,0.674846626,0.257668712, last.v.01 stand.v.09 mission.n.04 impossible.s.03 three.s.01 amazing.s.02 movie.n.01,the last stand and Mission Impossible 3 both were awesome movies.
1,0,0.786516854,0.213483146, love.v.01 adventure.n.01 mission.n.04 impossible.s.03 tom.n.01 well.v.01,i love kirsten / leah / kate escapades and mission impossible tom as well...
1,0,0.292682927,0.707317073, mission.n.04 impossible.s.03 two.s.01 rock_candy.n.01,mission impossible 2 rocks!!....
1,0,0.375,0.625, sodium.n.01 like.n.02 watch.n.04 mission.n.04 impossible.s.03 hoot.v.01,we're gonna like watch Mission Impossible or Hoot.(
1,0,0.552631579,0.447368421, suppose.v.01 silent.s.05 hill.v.01 turn.v.19 world.n.03 like.n.02 mission.n.04 impossible.s.03 cunt.n.01,Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
1,0.232142857,0.541666667,0.226190476, love.v.01 lookout.n.01 mission.n.04 impossible.s.03 station.v.01 balmy.s.01,i love being a sentry for mission impossible and a station for bonkers.
1,0.148148148,0.518518519,0.333333333, like.n.02 mission.n.04 impossible.s.03 movie.n.01 never.r.02 know.v.04 world_health_organization.n.01 right.s.08 side.n.09,I like Mission Impossible movies because you never know who's on the right side.
1,0,0.723684211,0.276315789, mission.n.04 impossible.s.03 three.s.01 excellent.s.01,Mission Impossible 3 was excellent.
